Sexo;Edad;Tipo_Persona;Calidad_Juridica
Femenino;23;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;33;FISICA;VICTIMA Y DENUNCIANTE
Femenino;9;FISICA;VICTIMA
Masculino;17;FISICA;VICTIMA
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Femenino;15;FISICA;VICTIMA
Femenino;56;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Femenino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;OFENDIDO
Femenino;32;FISICA;OFENDIDO
Femenino;50;FISICA;OFENDIDO
Femenino;67;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
Femenino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;OFENDIDO
Femenino;13;FISICA;VICTIMA
Masculino;42;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;NA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;11;FISICA;VICTIMA
Femenino;51;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;33;FISICA;CADAVER
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;49;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;CADAVER
Masculino;51;FISICA;OFENDIDO
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;22;FISICA;LESIONADO
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Femenino;6;FISICA;VICTIMA
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
NA;0;NA;OFENDIDO
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;NA;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;1;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;36;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;65;FISICA;OFENDIDO
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;70;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;VICTIMA Y DENUNCIANTE
Femenino;60;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;22;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;64;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;17;FISICA;VICTIMA
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;15;FISICA;VICTIMA
Femenino;5;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;52;FISICA;OFENDIDO
Femenino;37;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;51;FISICA;OFENDIDO
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;OFENDIDO
Femenino;13;FISICA;VICTIMA
Femenino;15;FISICA;VICTIMA
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;OFENDIDO
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA
Femenino;43;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;13;FISICA;VICTIMA
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;74;FISICA;OFENDIDO
Femenino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;70;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;77;FISICA;VICTIMA Y DENUNCIANTE
Masculino;51;FISICA;VICTIMA Y DENUNCIANTE
Femenino;46;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;12;FISICA;VICTIMA
Femenino;44;FISICA;OFENDIDO
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;3;FISICA;VICTIMA
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;58;FISICA;VICTIMA Y DENUNCIANTE
Femenino;5;FISICA;VICTIMA
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
Femenino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;66;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
Femenino;23;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Femenino;51;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;60;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;OFENDIDO
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;73;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;67;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;83;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;72;FISICA;OFENDIDO
Femenino;51;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;15;FISICA;VICTIMA
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;58;FISICA;VICTIMA Y DENUNCIANTE
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;27;FISICA;CADAVER
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;51;FISICA;VICTIMA Y DENUNCIANTE
Masculino;66;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;20;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;65;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;14;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;18;FISICA;VICTIMA Y DENUNCIANTE
Femenino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;32;FISICA;OFENDIDO
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Femenino;54;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
Femenino;52;FISICA;VICTIMA Y DENUNCIANTE
Femenino;60;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Femenino;53;FISICA;VICTIMA Y DENUNCIANTE
Femenino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Femenino;0;FISICA;CADAVER
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
Femenino;64;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;49;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;VICTIMA
Femenino;64;FISICA;VICTIMA Y DENUNCIANTE
Masculino;49;FISICA;OFENDIDO
Femenino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;CADAVER
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;LESIONADO
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;54;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Femenino;50;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Femenino;21;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;29;FISICA;OFENDIDO
Femenino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
Femenino;22;FISICA;VICTIMA Y DENUNCIANTE
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;46;FISICA;VICTIMA
Femenino;2;FISICA;VICTIMA
Femenino;14;FISICA;VICTIMA
Masculino;60;FISICA;VICTIMA Y DENUNCIANTE
Femenino;21;FISICA;VICTIMA Y DENUNCIANTE
Femenino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Masculino;7;FISICA;VICTIMA
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;10;FISICA;VICTIMA
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Femenino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;76;FISICA;VICTIMA Y DENUNCIANTE
Femenino;14;FISICA;VICTIMA
Masculino;26;FISICA;VICTIMA
Femenino;8;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;40;FISICA;CADAVER
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;OFENDIDO
Femenino;86;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Femenino;59;FISICA;OFENDIDO
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;20;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;43;FISICA;OFENDIDO
Masculino;35;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;62;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;AGRAVIADO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA
Masculino;52;FISICA;OFENDIDO
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;41;FISICA;OFENDIDO
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;32;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;38;FISICA;OFENDIDO
Masculino;43;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
NA;0;NA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;VICTIMA
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;CADAVER
Masculino;27;FISICA;CADAVER
NA;0;MORAL;VICTIMA
Masculino;16;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Femenino;23;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Femenino;32;FISICA;VICTIMA
Masculino;28;FISICA;CADAVER
NA;0;NA;OFENDIDO
NA;0;MORAL;OFENDIDO
Femenino;30;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA
Masculino;40;FISICA;CADAVER
NA;0;MORAL;VICTIMA
Masculino;66;FISICA;VICTIMA Y DENUNCIANTE
Femenino;84;FISICA;OFENDIDO
Masculino;25;FISICA;CADAVER
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;48;FISICA;OFENDIDO
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;70;FISICA;VICTIMA
Femenino;26;FISICA;OFENDIDO
Femenino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;31;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;OFENDIDO
Masculino;19;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;30;FISICA;CADAVER
Femenino;16;FISICA;VICTIMA
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;69;FISICA;CADAVER
NA;0;MORAL;OFENDIDO
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;78;FISICA;OFENDIDO
Masculino;69;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA
Femenino;56;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;OFENDIDO
Masculino;0;FISICA;CADAVER
Masculino;41;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;42;FISICA;CADAVER
NA;0;MORAL;VICTIMA
Masculino;36;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;OFENDIDO
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;30;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;76;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;LESIONADO
Masculino;33;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;25;FISICA;VICTIMA
Masculino;44;FISICA;CADAVER
Masculino;37;FISICA;VICTIMA
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;33;FISICA;VICTIMA
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;CADAVER
Masculino;60;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
NA;0;NA;VICTIMA
Masculino;46;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;CADAVER
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;CADAVER
Masculino;60;FISICA;OFENDIDO
Femenino;56;FISICA;OFENDIDO
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
